t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774673594686,-10800,5280,-9064,-1829,-28621,-8154,Left_Click,day1_me
1774673594702,-13444,4424,-9500,-2165,-10097,-1282,Left_Click,day1_me
1774673594702,-12244,5116,-9820,-1687,-4971,1035,Left_Click,day1_me
1774673594753,-11704,5752,-10292,-181,-1288,1423,Left_Click,day1_me
1774673594753,-11552,5780,-10896,1897,1937,738,Left_Click,day1_me
1774673594753,-10524,4420,-12568,4544,3999,-452,Left_Click,day1_me
1774673594753,-10308,3568,-13148,4107,2995,-462,Left_Click,day1_me
1774673594813,-10048,2844,-13484,2589,1102,-247,Left_Click,day1_me
1774673594813,-10356,2760,-13292,802,-562,103,Left_Click,day1_me
1774673594813,-11516,3124,-12716,-1384,196,1049,Left_Click,day1_me
1774673594813,-10852,3616,-12472,-1785,135,1109,Left_Click,day1_me
1774673594813,-10616,4048,-12256,-1459,-849,349,Left_Click,day1_me
1774673594869,-11096,4076,-11728,-715,-1068,-226,Left_Click,day1_me
1774673594869,-11684,3564,-11272,91,710,535,Left_Click,day1_me
1774673594877,-11064,3628,-12164,432,1125,1147,Left_Click,day1_me
1774673594877,-9980,3956,-12384,826,-106,906,Left_Click,day1_me
1774673594877,-10004,3868,-12276,1089,-1178,139,Left_Click,day1_me
1774673594924,-11460,3264,-11676,774,-202,209,Left_Click,day1_me
1774673594924,-11560,3096,-11684,456,777,725,Left_Click,day1_me
1774673594924,-11244,3156,-11868,-90,1597,1289,Left_Click,day1_me
1774673594924,-10760,3400,-11904,-427,1256,1293,Left_Click,day1_me
1774673594924,-10980,3828,-11904,-243,1488,1703,Left_Click,day1_me
1774673600073,-11280,2760,-12132,-58,797,401,Left_Click,day1_me
1774673600453,-11364,2720,-12060,-125,797,282,Left_Click,day1_me
1774673600453,-11396,2764,-12000,-55,780,168,Left_Click,day1_me
1774673600463,-11380,2752,-12032,-146,1037,340,Left_Click,day1_me
1774673600463,-11360,2964,-12048,-179,986,491,Left_Click,day1_me
1774673600463,-11156,2968,-12160,-44,919,347,Left_Click,day1_me
1774673600469,-11268,3004,-12220,97,998,240,Left_Click,day1_me
1774673600469,-11128,2876,-12284,2,722,103,Left_Click,day1_me
1774673600469,-11164,2928,-12276,-154,681,113,Left_Click,day1_me
1774673600473,-11320,2944,-12296,-198,815,89,Left_Click,day1_me
1774673600475,-11232,2932,-12032,-108,821,88,Left_Click,day1_me
1774673600477,-11316,2984,-12088,7,1020,-20,Left_Click,day1_me
1774673600477,-11072,2880,-12412,-38,1349,243,Left_Click,day1_me
1774673600479,-11000,2968,-12384,-148,1056,173,Left_Click,day1_me
1774673600479,-11116,2924,-12316,-99,1120,152,Left_Click,day1_me
1774673600479,-10856,3000,-12544,-44,1087,18,Left_Click,day1_me
1774673600485,-11080,2896,-12436,-263,945,-97,Left_Click,day1_me
1774673600487,-11028,2816,-12452,-267,1139,-32,Left_Click,day1_me
1774673600489,-11108,2868,-12224,-339,1215,35,Left_Click,day1_me
1774673600489,-11224,2948,-12312,-160,1312,145,Left_Click,day1_me
1774673600491,-10796,2852,-12728,281,1309,25,Left_Click,day1_me
1774673600491,-10512,2764,-12936,319,566,-284,Left_Click,day1_me
1774673600493,-10636,2664,-12952,81,-191,-415,Left_Click,day1_me
1774673600495,-10500,2708,-12916,-59,-910,-343,Left_Click,day1_me
1774673600495,-11340,2748,-12240,-211,-606,-328,Left_Click,day1_me
1774673600495,-11220,2692,-12212,-27,-277,-202,Left_Click,day1_me
1774673600495,-11076,2692,-12360,-244,-196,-149,Left_Click,day1_me
1774673600501,-11160,2768,-12232,-390,-171,-86,Left_Click,day1_me
1774673600501,-11040,2852,-12364,-130,-281,-36,Left_Click,day1_me
1774673600505,-11032,2772,-12464,-385,-650,-63,Left_Click,day1_me
1774673600505,-11060,2996,-12436,-501,-973,-41,Left_Click,day1_me
1774673600596,-10912,3048,-12432,-294,-1350,-115,Left_Click,day1_me
1774673600596,-11148,3080,-12288,-235,-1059,-193,Left_Click,day1_me
1774673600596,-11068,3052,-12344,-119,-817,-362,Left_Click,day1_me
1774673600596,-11204,2928,-12168,-77,-470,-307,Left_Click,day1_me
1774673600596,-11244,2868,-12220,-62,-90,-233,Left_Click,day1_me
1774673600596,-11188,2788,-12348,178,151,-108,Left_Click,day1_me
1774673600596,-10692,2928,-12844,352,-297,-117,Left_Click,day1_me
1774673600596,-10544,2844,-12728,217,-1359,-696,Left_Click,day1_me
1774673600596,-11288,2696,-12524,-26,-1602,-670,Left_Click,day1_me
1774673600596,-11464,2668,-11924,-271,-1342,-484,Left_Click,day1_me
1774673600596,-11612,2724,-11952,-296,-867,-267,Left_Click,day1_me
1774673600596,-11044,2844,-12260,-88,-912,-45,Left_Click,day1_me
