t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774725724183,-3344,14788,-5208,-851,920,-209,Scroll_Right,day2_me
1774725724183,-2864,14648,-3876,-1154,967,-138,Scroll_Right,day2_me
1774725724243,-2836,14748,-3020,-929,1148,-242,Scroll_Right,day2_me
1774725724246,-2868,14676,-2788,-649,1745,-53,Scroll_Right,day2_me
1774725724303,-2520,14836,-2464,-602,2382,224,Scroll_Right,day2_me
1774725724305,-2032,15068,-1480,-690,2835,-262,Scroll_Right,day2_me
1774725724307,-2080,15036,-1244,-623,3341,-327,Scroll_Right,day2_me
1774725724309,-2096,15140,-972,-605,3954,-274,Scroll_Right,day2_me
1774725724309,-1864,15168,-944,-721,4563,-269,Scroll_Right,day2_me
1774725724311,-1604,15668,-132,-1261,5537,-548,Scroll_Right,day2_me
1774725724311,-1480,15896,432,-1251,6426,-583,Scroll_Right,day2_me
1774725724315,-1264,15860,980,-1340,7187,-770,Scroll_Right,day2_me
1774725724315,-1204,15948,1412,-1412,7759,-1148,Scroll_Right,day2_me
1774725729814,-2352,15544,-4912,197,100,-135,Scroll_Right,day2_me
1774725730251,-2244,15388,-4848,-23,-47,-220,Scroll_Right,day2_me
1774725730270,-2432,15356,-4848,-9,-37,-238,Scroll_Right,day2_me
1774725730270,-2548,15320,-4900,-26,109,-7,Scroll_Right,day2_me
1774725730270,-2268,15412,-4968,13,28,25,Scroll_Right,day2_me
1774725730270,-2320,15464,-4936,-12,-10,-30,Scroll_Right,day2_me
1774725730279,-2344,15528,-4912,-8,-7,-53,Scroll_Right,day2_me
1774725730279,-2392,15404,-5016,-9,61,-17,Scroll_Right,day2_me
1774725730285,-2324,15428,-4860,-54,72,6,Scroll_Right,day2_me
1774725730285,-2352,15392,-4764,-189,31,18,Scroll_Right,day2_me
1774725730285,-2320,15528,-4748,-84,117,40,Scroll_Right,day2_me
1774725730285,-2312,15444,-4804,-89,65,73,Scroll_Right,day2_me
1774725730285,-2276,15456,-4732,-54,92,60,Scroll_Right,day2_me
1774725730290,-2288,15396,-4872,-91,18,16,Scroll_Right,day2_me
1774725730290,-2304,15468,-4844,-186,75,83,Scroll_Right,day2_me
1774725730290,-2336,15540,-4816,2,182,150,Scroll_Right,day2_me
