t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774779229778,3248,4156,-15916,-235,-1586,780,Pointer_Movement,day2_me
1774779229791,3160,4156,-15796,-182,-1578,744,Pointer_Movement,day2_me
1774779229791,3120,4112,-15736,-58,-1540,669,Pointer_Movement,day2_me
1774779229791,3068,4236,-15596,176,-1552,625,Pointer_Movement,day2_me
1774779229796,2856,4156,-15532,169,-1378,475,Pointer_Movement,day2_me
1774779229839,2820,4168,-15488,77,-1136,430,Pointer_Movement,day2_me
1774779229839,2852,4192,-15464,118,-1046,296,Pointer_Movement,day2_me
1774779229839,2824,4124,-15564,209,-979,159,Pointer_Movement,day2_me
1774779229841,2760,3880,-15808,270,-820,48,Pointer_Movement,day2_me
1774779229841,2676,3872,-15888,295,-703,-38,Pointer_Movement,day2_me
1774779229886,2680,3764,-15892,292,-601,-98,Pointer_Movement,day2_me
1774779229886,2668,3564,-16132,268,-585,-118,Pointer_Movement,day2_me
1774779229886,2656,3584,-16236,305,-658,-104,Pointer_Movement,day2_me
1774779229886,2648,3556,-16372,233,-454,-119,Pointer_Movement,day2_me
1774779229950,2632,3552,-16404,153,-426,-129,Pointer_Movement,day2_me
1774779229950,2636,3656,-16660,294,-394,-95,Pointer_Movement,day2_me
1774779229950,2744,3692,-16744,517,-462,-43,Pointer_Movement,day2_me
1774779229950,2788,3704,-16756,612,-590,-63,Pointer_Movement,day2_me
1774779229950,2944,3616,-16960,369,-665,-252,Pointer_Movement,day2_me
1774779229950,3024,3648,-16824,320,-675,-432,Pointer_Movement,day2_me
1774779236052,380,3940,-16504,243,288,-315,Pointer_Movement,day2_me
1774779236492,572,3888,-16588,39,344,-227,Pointer_Movement,day2_me
1774779236492,712,3924,-16608,328,258,-72,Pointer_Movement,day2_me
1774779236492,816,3916,-16744,606,65,-39,Pointer_Movement,day2_me
1774779236492,764,3744,-16612,565,4,-101,Pointer_Movement,day2_me
1774779236492,696,3696,-16512,239,128,-244,Pointer_Movement,day2_me
1774779236492,788,3584,-16520,-312,137,-324,Pointer_Movement,day2_me
1774779236513,640,3684,-16356,-268,170,-245,Pointer_Movement,day2_me
1774779236515,400,3768,-16232,332,291,-58,Pointer_Movement,day2_me
1774779236515,392,3480,-16172,797,374,27,Pointer_Movement,day2_me
1774779236518,148,3188,-16284,695,499,83,Pointer_Movement,day2_me
1774779236518,92,3264,-16368,62,527,87,Pointer_Movement,day2_me
1774779236518,144,3288,-16348,-124,618,266,Pointer_Movement,day2_me
1774779236518,276,3448,-16552,-56,465,448,Pointer_Movement,day2_me
1774779236518,392,3660,-16652,231,285,527,Pointer_Movement,day2_me
