t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774690282125,-1480,-748,16192,923,2214,987,Right_Click,day1_me
1774690282133,-1312,-948,14716,1813,539,30,Right_Click,day1_me
1774690282139,-1364,-1352,14912,1547,-1156,-516,Right_Click,day1_me
1774690282153,-1924,-1916,16192,1173,-2438,-444,Right_Click,day1_me
1774690282169,-3664,-2256,16712,508,-1296,519,Right_Click,day1_me
1774690282183,-4092,-2156,16904,824,98,2001,Right_Click,day1_me
1774690282199,-4128,-2340,17140,2010,1886,3280,Right_Click,day1_me
1774690282199,-3804,-2724,17528,3258,3668,4497,Right_Click,day1_me
1774690282213,-3916,-4080,18548,4563,7392,6257,Right_Click,day1_me
1774690282229,-4744,-4408,18972,5326,8838,6712,Right_Click,day1_me
1774690282234,-5284,-4528,19740,6209,10978,8450,Right_Click,day1_me
1774690282277,-5608,-5056,19784,8055,12825,10040,Right_Click,day1_me
1774690282277,-6204,-6488,19712,8910,16132,14560,Right_Click,day1_me
1774690282279,-6212,-7144,18856,7549,19041,17885,Right_Click,day1_me
1774690282331,-5900,-7476,18688,5032,22238,22116,Right_Click,day1_me
1774690282342,-5192,-7712,18856,2683,24971,26893,Right_Click,day1_me
1774690282344,-4936,-7516,20272,-2711,28594,31175,Right_Click,day1_me
1774690305669,1072,6776,-16012,-4037,1510,-1415,Idle,day1_me
1774690305977,1136,6764,-15540,-2902,1364,-1694,Idle,day1_me
1774690305977,1112,6400,-15200,-2194,791,-2237,Idle,day1_me
1774690305977,688,5836,-14620,-1774,649,-2529,Idle,day1_me
1774690305977,-224,4876,-14536,-1492,2831,-1811,Idle,day1_me
1774690305977,-76,5012,-14920,-1369,3830,-1254,Idle,day1_me
1774690305977,212,5236,-15944,-626,3782,-701,Idle,day1_me
1774690305977,596,5068,-16184,-643,3034,-139,Idle,day1_me
1774690305977,768,5392,-16928,-1739,1575,-262,Idle,day1_me
1774690305977,780,5752,-16632,-2287,943,-191,Idle,day1_me
