t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774677985865,7488,15588,-1904,-431,-893,-309,Swipe_Left,day1_me
1774677985881,7252,15232,-1648,-304,-1186,-942,Swipe_Left,day1_me
1774677985895,6828,15100,-1416,-514,-1252,-1628,Swipe_Left,day1_me
1774677985910,6260,14608,-960,-585,-1207,-2196,Swipe_Left,day1_me
1774677985910,5972,14548,-952,-671,-1285,-2040,Swipe_Left,day1_me
1774677985926,5708,14696,-860,-661,-1226,-1826,Swipe_Left,day1_me
1774677985926,5620,14728,-888,-533,-1209,-1482,Swipe_Left,day1_me
1774677985942,5448,14924,-848,-648,-1252,-760,Swipe_Left,day1_me
1774677985958,5548,15124,-780,-618,-1209,-332,Swipe_Left,day1_me
1774677985973,5596,15340,-688,-704,-1145,11,Swipe_Left,day1_me
1774677985992,5792,15700,-692,-626,-1122,175,Swipe_Left,day1_me
1774677985992,5888,16056,-556,52,-1218,154,Swipe_Left,day1_me
1774677986062,5824,16012,-744,1,-696,-289,Swipe_Left,day1_me
1774677986062,6004,15960,-900,-187,-396,-672,Swipe_Left,day1_me
1774677986062,6108,15996,-796,-431,-404,-1054,Swipe_Left,day1_me
1774677986062,6056,16012,-596,-535,-363,-1298,Swipe_Left,day1_me
1774677986065,5800,16028,72,9,310,-1276,Swipe_Left,day1_me
1774677991463,-128,16148,-12,-90,264,191,Swipe_Left,day1_me
1774677991931,16,16360,-420,-293,152,195,Swipe_Left,day1_me
1774677991931,268,16568,-472,-169,-6,80,Swipe_Left,day1_me
1774677991931,260,16724,-248,2,-230,-103,Swipe_Left,day1_me
1774677991933,64,16680,-48,273,-241,-285,Swipe_Left,day1_me
1774677991935,-56,16348,-256,274,-97,-362,Swipe_Left,day1_me
1774677991935,-100,16212,-72,25,153,-114,Swipe_Left,day1_me
1774677991948,-84,16508,-40,198,124,47,Swipe_Left,day1_me
1774677991948,-160,16004,4,369,105,-21,Swipe_Left,day1_me
1774677991948,-184,16084,-236,-107,318,-71,Swipe_Left,day1_me
1774677991948,48,16376,-264,1,225,-45,Swipe_Left,day1_me
1774677991948,52,16192,-356,16,-32,-107,Swipe_Left,day1_me
1774677991950,-92,16328,-296,-128,11,-25,Swipe_Left,day1_me
1774677991950,-36,16308,-120,-58,-35,-53,Swipe_Left,day1_me
1774677991950,-36,16240,-240,10,21,-85,Swipe_Left,day1_me
1774677991950,-108,16208,-232,6,73,-41,Swipe_Left,day1_me
1774677991950,-180,16140,-212,-26,95,8,Swipe_Left,day1_me
1774677991950,-124,16304,-152,64,42,69,Swipe_Left,day1_me
1774677991950,92,16552,-96,-294,234,-13,Swipe_Left,day1_me
1774677991950,172,16528,-168,-7,105,-102,Swipe_Left,day1_me
1774677991950,124,16352,-340,27,-5,-83,Swipe_Left,day1_me
1774677991950,76,16332,-260,-285,6,-112,Swipe_Left,day1_me
1774677991952,-8,16552,48,-149,-9,-209,Swipe_Left,day1_me
1774677991954,-160,16296,36,100,115,-243,Swipe_Left,day1_me
1774677991956,-168,16028,-264,121,182,-50,Swipe_Left,day1_me
1774677991956,-168,16116,-124,130,254,74,Swipe_Left,day1_me
1774677991956,-28,16308,-156,344,187,134,Swipe_Left,day1_me
1774677991956,-32,16240,-292,162,51,107,Swipe_Left,day1_me
1774677991958,20,16284,-636,-24,69,-28,Swipe_Left,day1_me
