t_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,label,session_id
1774673831840,-11124,-4320,-12352,-485,-37,-436,Scroll_Up,day1_me
1774673831858,-11128,-4468,-12128,-415,-140,-400,Scroll_Up,day1_me
1774673831872,-11084,-4528,-11844,-579,-143,-143,Scroll_Up,day1_me
1774673831872,-10588,-4316,-11244,-636,-235,-100,Scroll_Up,day1_me
1774673831888,-10660,-4348,-10772,-653,-50,-5,Scroll_Up,day1_me
1774673831892,-10456,-4324,-10684,-958,406,274,Scroll_Up,day1_me
1774673831904,-10064,-4052,-10548,-1364,478,217,Scroll_Up,day1_me
1774673831928,-10036,-3768,-9736,-1820,584,149,Scroll_Up,day1_me
1774673831948,-9900,-3668,-9416,-2063,808,210,Scroll_Up,day1_me
1774673831951,-9732,-3500,-9044,-2218,1078,240,Scroll_Up,day1_me
1774673831962,-9600,-3300,-8688,-2448,1406,308,Scroll_Up,day1_me
1774673831967,-9616,-3124,-8056,-2388,2239,511,Scroll_Up,day1_me
1774673831983,-9460,-2868,-7880,-2154,2907,646,Scroll_Up,day1_me
1774673832046,-9124,-2880,-7660,-1945,3335,421,Scroll_Up,day1_me
1774673832046,-9120,-3180,-7560,-2047,4016,338,Scroll_Up,day1_me
1774673832046,-8480,-2860,-7616,-3652,5115,369,Scroll_Up,day1_me
1774673832046,-8344,-2384,-7464,-4021,5345,119,Scroll_Up,day1_me
1774673832046,-8388,-2284,-7260,-4079,5736,-240,Scroll_Up,day1_me
1774673847020,-3644,-3656,-15832,21,-281,51,Scroll_Down,day1_me
1774673847379,-3672,-3708,-15852,192,-175,142,Scroll_Down,day1_me
1774673847391,-3724,-3664,-15756,331,-63,228,Scroll_Down,day1_me
1774673847391,-3720,-3640,-15864,284,95,97,Scroll_Down,day1_me
1774673847391,-3656,-3704,-15832,160,219,-23,Scroll_Down,day1_me
1774673847391,-3652,-3716,-16112,143,486,-65,Scroll_Down,day1_me
1774673847391,-3556,-3796,-16156,76,404,-31,Scroll_Down,day1_me
1774673847391,-3464,-3828,-16120,-37,101,-42,Scroll_Down,day1_me
1774673847391,-3588,-3832,-16112,-74,78,-24,Scroll_Down,day1_me
1774673847391,-3592,-3764,-16064,-39,240,45,Scroll_Down,day1_me
1774673847391,-3660,-3772,-16160,-7,385,-58,Scroll_Down,day1_me
1774673847391,-3552,-3836,-16208,-58,320,-9,Scroll_Down,day1_me
1774673847391,-3588,-3796,-16228,-102,258,42,Scroll_Down,day1_me
1774673847391,-3640,-3888,-16200,-36,315,-18,Scroll_Down,day1_me
1774673847391,-3520,-3832,-16204,-55,449,98,Scroll_Down,day1_me
1774673847391,-3664,-3836,-16404,68,441,143,Scroll_Down,day1_me
1774673847391,-3532,-3940,-16308,-13,356,196,Scroll_Down,day1_me
1774673847391,-3492,-3868,-16328,-262,196,163,Scroll_Down,day1_me
1774673847391,-3644,-3688,-16172,-316,200,63,Scroll_Down,day1_me
1774673847391,-3504,-3736,-16368,83,597,125,Scroll_Down,day1_me
1774673847391,-3424,-3784,-16548,119,536,88,Scroll_Down,day1_me
1774673847391,-3300,-3760,-16592,138,208,86,Scroll_Down,day1_me
1774673847391,-3284,-3764,-16716,85,-74,108,Scroll_Down,day1_me
1774673847391,-3332,-3800,-16532,30,-256,109,Scroll_Down,day1_me
1774673847391,-3432,-3692,-16260,-96,-284,74,Scroll_Down,day1_me
1774673847391,-3584,-3648,-16188,-179,-255,-8,Scroll_Down,day1_me
1774673847391,-3720,-3648,-16172,-27,-38,-56,Scroll_Down,day1_me
1774673847391,-3612,-3648,-16168,84,60,-43,Scroll_Down,day1_me
1774673847391,-3600,-3908,-16244,-157,-36,25,Scroll_Down,day1_me
1774673847391,-3676,-3724,-16300,-204,16,142,Scroll_Down,day1_me
1774673847391,-3536,-3632,-16284,-36,154,185,Scroll_Down,day1_me
1774673847403,-3440,-3616,-16452,133,40,30,Scroll_Down,day1_me
1774673847403,-3380,-3840,-16424,172,-64,-25,Scroll_Down,day1_me
1774673847403,-3408,-3768,-16428,-366,-246,-6,Scroll_Down,day1_me
1774673847425,-3508,-3656,-16320,-98,-273,-16,Scroll_Down,day1_me
1774673847441,-3500,-3692,-16332,143,-346,77,Scroll_Down,day1_me
1774673847456,-3424,-3804,-16284,35,-537,194,Scroll_Down,day1_me
1774673847470,-3700,-3696,-16164,279,-611,157,Scroll_Down,day1_me
1774673847485,-3700,-3884,-16168,347,-544,318,Scroll_Down,day1_me
1774673847485,-3616,-3884,-16220,-29,-120,151,Scroll_Down,day1_me
1774673847517,-3612,-3704,-16236,-222,-276,21,Scroll_Down,day1_me
1774673847517,-3756,-3852,-16080,-150,-317,118,Scroll_Down,day1_me
1774673847547,-3768,-3604,-16108,-103,-224,183,Scroll_Down,day1_me
1774673847563,-3740,-3744,-16092,147,-167,57,Scroll_Down,day1_me
1774673847565,-3812,-3868,-16160,42,-62,72,Scroll_Down,day1_me
1774673847569,-3612,-3716,-16292,-48,88,249,Scroll_Down,day1_me
1774673847577,-3508,-3668,-16304,-91,-42,239,Scroll_Down,day1_me
1774673847577,-3524,-3700,-16220,-102,-160,106,Scroll_Down,day1_me
1774673847598,-3544,-3668,-16092,-83,-154,63,Scroll_Down,day1_me
1774673847630,-3628,-3688,-16208,-168,31,116,Scroll_Down,day1_me
1774673847630,-3452,-3652,-16140,-233,-90,172,Scroll_Down,day1_me
1774673847630,-3464,-3612,-15984,-357,-383,88,Scroll_Down,day1_me
1774673847640,-3644,-3512,-15720,-407,-522,154,Scroll_Down,day1_me
1774673847660,-3712,-3488,-15684,-276,-549,245,Scroll_Down,day1_me
